hour,updated_type,updated_subtype,lat_long_bin,count
04:00,Traffic Jam,Unclassified,"(41.81, -87.58)",1
04:00,Traffic Jam,Unclassified,"(41.82, -87.74)",1
04:00,Traffic Jam,Unclassified,"(41.82, -87.72)",2
04:00,Traffic Jam,Unclassified,"(41.82, -87.7)",2
04:00,Traffic Jam,Unclassified,"(41.83, -87.72)",1
04:00,Traffic Jam,Unclassified,"(41.83, -87.71)",6
04:00,Traffic Jam,Unclassified,"(41.83, -87.7)",1
04:00,Traffic Jam,Unclassified,"(41.83, -87.69)",1
04:00,Traffic Jam,Unclassified,"(41.83, -87.67)",1
04:00,Traffic Jam,Unclassified,"(41.83, -87.63)",2
04:00,Traffic Jam,Unclassified,"(41.84, -87.69)",2
04:00,Traffic Jam,Unclassified,"(41.84, -87.68)",4
04:00,Traffic Jam,Unclassified,"(41.84, -87.67)",6
04:00,Traffic Jam,Unclassified,"(41.84, -87.66)",1
04:00,Traffic Jam,Unclassified,"(41.84, -87.63)",3
04:00,Traffic Jam,Unclassified,"(41.84, -87.62)",1
04:00,Traffic Jam,Unclassified,"(41.84, -87.61)",1
04:00,Traffic Jam,Unclassified,"(41.85, -87.7)",1
04:00,Traffic Jam,Unclassified,"(41.85, -87.68)",1
04:00,Traffic Jam,Unclassified,"(41.85, -87.67)",1
04:00,Traffic Jam,Unclassified,"(41.85, -87.66)",1
04:00,Traffic Jam,Unclassified,"(41.85, -87.65)",8
04:00,Traffic Jam,Unclassified,"(41.85, -87.64)",7
04:00,Traffic Jam,Unclassified,"(41.85, -87.63)",6
04:00,Traffic Jam,Unclassified,"(41.85, -87.62)",5
04:00,Traffic Jam,Unclassified,"(41.85, -87.61)",5
04:00,Traffic Jam,Unclassified,"(41.86, -87.69)",1
04:00,Traffic Jam,Unclassified,"(41.86, -87.67)",1
04:00,Traffic Jam,Unclassified,"(41.86, -87.64)",8
04:00,Traffic Jam,Unclassified,"(41.86, -87.63)",2
04:00,Traffic Jam,Unclassified,"(41.86, -87.62)",8
04:00,Traffic Jam,Unclassified,"(41.86, -87.61)",2
04:00,Traffic Jam,Unclassified,"(41.87, -87.78)",1
04:00,Traffic Jam,Unclassified,"(41.87, -87.77)",4
04:00,Traffic Jam,Unclassified,"(41.87, -87.76)",2
04:00,Traffic Jam,Unclassified,"(41.87, -87.75)",2
04:00,Traffic Jam,Unclassified,"(41.87, -87.74)",1
04:00,Traffic Jam,Unclassified,"(41.87, -87.73)",6
04:00,Traffic Jam,Unclassified,"(41.87, -87.72)",3
04:00,Traffic Jam,Unclassified,"(41.87, -87.7)",1
04:00,Traffic Jam,Unclassified,"(41.87, -87.69)",2
04:00,Traffic Jam,Unclassified,"(41.87, -87.65)",10
04:00,Traffic Jam,Unclassified,"(41.87, -87.64)",7
04:00,Traffic Jam,Unclassified,"(41.87, -87.63)",1
04:00,Traffic Jam,Unclassified,"(41.87, -87.62)",5
04:00,Traffic Jam,Unclassified,"(41.87, -87.61)",1
04:00,Traffic Jam,Unclassified,"(41.88, -87.76)",1
04:00,Traffic Jam,Unclassified,"(41.88, -87.7)",1
04:00,Traffic Jam,Unclassified,"(41.88, -87.69)",3
04:00,Traffic Jam,Unclassified,"(41.88, -87.68)",5
04:00,Traffic Jam,Unclassified,"(41.88, -87.67)",9
04:00,Traffic Jam,Unclassified,"(41.88, -87.66)",6
04:00,Traffic Jam,Unclassified,"(41.88, -87.65)",35
04:00,Traffic Jam,Unclassified,"(41.88, -87.64)",4
04:00,Traffic Jam,Unclassified,"(41.88, -87.63)",7
04:00,Traffic Jam,Unclassified,"(41.88, -87.62)",11
04:00,Traffic Jam,Unclassified,"(41.88, -87.61)",1
04:00,Traffic Jam,Unclassified,"(41.89, -87.77)",2
04:00,Traffic Jam,Unclassified,"(41.89, -87.73)",1
04:00,Traffic Jam,Unclassified,"(41.89, -87.69)",1
04:00,Traffic Jam,Unclassified,"(41.89, -87.68)",1
04:00,Traffic Jam,Unclassified,"(41.89, -87.67)",3
04:00,Traffic Jam,Unclassified,"(41.89, -87.66)",5
04:00,Traffic Jam,Unclassified,"(41.89, -87.65)",22
04:00,Traffic Jam,Unclassified,"(41.89, -87.64)",2
04:00,Traffic Jam,Unclassified,"(41.89, -87.63)",12
04:00,Traffic Jam,Unclassified,"(41.89, -87.62)",6
04:00,Traffic Jam,Unclassified,"(41.89, -87.61)",4
04:00,Traffic Jam,Unclassified,"(41.9, -87.72)",4
04:00,Traffic Jam,Unclassified,"(41.9, -87.7)",2
04:00,Traffic Jam,Unclassified,"(41.9, -87.69)",1
04:00,Traffic Jam,Unclassified,"(41.9, -87.68)",1
04:00,Traffic Jam,Unclassified,"(41.9, -87.67)",3
04:00,Traffic Jam,Unclassified,"(41.9, -87.66)",12
04:00,Traffic Jam,Unclassified,"(41.9, -87.65)",1
04:00,Traffic Jam,Unclassified,"(41.9, -87.64)",3
04:00,Traffic Jam,Unclassified,"(41.9, -87.63)",3
04:00,Traffic Jam,Unclassified,"(41.9, -87.62)",12
04:00,Traffic Jam,Unclassified,"(41.91, -87.78)",1
04:00,Traffic Jam,Unclassified,"(41.91, -87.74)",1
04:00,Traffic Jam,Unclassified,"(41.91, -87.71)",1
04:00,Traffic Jam,Unclassified,"(41.91, -87.69)",1
04:00,Traffic Jam,Unclassified,"(41.91, -87.68)",1
04:00,Traffic Jam,Unclassified,"(41.91, -87.67)",2
04:00,Traffic Jam,Unclassified,"(41.91, -87.66)",14
04:00,Traffic Jam,Unclassified,"(41.91, -87.65)",1
04:00,Traffic Jam,Unclassified,"(41.91, -87.63)",3
04:00,Traffic Jam,Unclassified,"(41.92, -87.81)",2
04:00,Traffic Jam,Unclassified,"(41.92, -87.78)",1
04:00,Traffic Jam,Unclassified,"(41.92, -87.72)",1
04:00,Traffic Jam,Unclassified,"(41.92, -87.69)",1
04:00,Traffic Jam,Unclassified,"(41.92, -87.68)",7
04:00,Traffic Jam,Unclassified,"(41.92, -87.67)",11
04:00,Traffic Jam,Unclassified,"(41.92, -87.65)",1
04:00,Traffic Jam,Unclassified,"(41.92, -87.64)",2
04:00,Traffic Jam,Unclassified,"(41.92, -87.63)",1
04:00,Traffic Jam,Unclassified,"(41.93, -87.8)",1
04:00,Traffic Jam,Unclassified,"(41.93, -87.75)",2
04:00,Traffic Jam,Unclassified,"(41.93, -87.71)",1
04:00,Traffic Jam,Unclassified,"(41.93, -87.7)",4
04:00,Traffic Jam,Unclassified,"(41.93, -87.69)",4
04:00,Traffic Jam,Unclassified,"(41.93, -87.68)",2
04:00,Traffic Jam,Unclassified,"(41.93, -87.67)",2
04:00,Traffic Jam,Unclassified,"(41.93, -87.65)",1
04:00,Traffic Jam,Unclassified,"(41.93, -87.63)",1
04:00,Traffic Jam,Unclassified,"(41.94, -87.83)",1
04:00,Traffic Jam,Unclassified,"(41.94, -87.78)",1
04:00,Traffic Jam,Unclassified,"(41.94, -87.77)",1
04:00,Traffic Jam,Unclassified,"(41.94, -87.72)",2
04:00,Traffic Jam,Unclassified,"(41.94, -87.71)",1
04:00,Traffic Jam,Unclassified,"(41.94, -87.7)",1
04:00,Traffic Jam,Unclassified,"(41.94, -87.67)",1
04:00,Traffic Jam,Unclassified,"(41.94, -87.65)",1
04:00,Traffic Jam,Unclassified,"(41.94, -87.64)",4
04:00,Traffic Jam,Unclassified,"(41.94, -87.63)",1
04:00,Traffic Jam,Unclassified,"(41.95, -87.8)",1
04:00,Traffic Jam,Unclassified,"(41.95, -87.78)",2
04:00,Traffic Jam,Unclassified,"(41.95, -87.75)",1
04:00,Traffic Jam,Unclassified,"(41.95, -87.73)",5
04:00,Traffic Jam,Unclassified,"(41.95, -87.72)",2
04:00,Traffic Jam,Unclassified,"(41.95, -87.71)",1
04:00,Traffic Jam,Unclassified,"(41.95, -87.69)",1
04:00,Traffic Jam,Unclassified,"(41.95, -87.66)",5
04:00,Traffic Jam,Unclassified,"(41.95, -87.65)",3
04:00,Traffic Jam,Unclassified,"(41.96, -87.77)",1
04:00,Traffic Jam,Unclassified,"(41.96, -87.75)",1
04:00,Traffic Jam,Unclassified,"(41.96, -87.74)",4
04:00,Traffic Jam,Unclassified,"(41.96, -87.73)",1
04:00,Traffic Jam,Unclassified,"(41.96, -87.71)",1
04:00,Traffic Jam,Unclassified,"(41.96, -87.68)",1
04:00,Traffic Jam,Unclassified,"(41.96, -87.67)",1
04:00,Traffic Jam,Unclassified,"(41.97, -87.78)",1
04:00,Traffic Jam,Unclassified,"(41.97, -87.77)",4
04:00,Traffic Jam,Unclassified,"(41.97, -87.76)",2
04:00,Traffic Jam,Unclassified,"(41.97, -87.75)",4
04:00,Traffic Jam,Unclassified,"(41.97, -87.73)",2
04:00,Traffic Jam,Unclassified,"(41.97, -87.72)",1
04:00,Traffic Jam,Unclassified,"(41.97, -87.71)",1
04:00,Traffic Jam,Unclassified,"(41.97, -87.68)",1
04:00,Traffic Jam,Unclassified,"(41.97, -87.66)",3
04:00,Traffic Jam,Unclassified,"(41.97, -87.65)",1
04:00,Traffic Jam,Unclassified,"(41.98, -87.9)",1
04:00,Traffic Jam,Unclassified,"(41.98, -87.89)",2
04:00,Traffic Jam,Unclassified,"(41.98, -87.84)",2
04:00,Traffic Jam,Unclassified,"(41.98, -87.83)",1
04:00,Traffic Jam,Unclassified,"(41.98, -87.82)",3
04:00,Traffic Jam,Unclassified,"(41.98, -87.81)",4
04:00,Traffic Jam,Unclassified,"(41.98, -87.8)",4
04:00,Traffic Jam,Unclassified,"(41.98, -87.79)",2
04:00,Traffic Jam,Unclassified,"(41.98, -87.78)",1
04:00,Traffic Jam,Unclassified,"(41.98, -87.75)",5
04:00,Traffic Jam,Unclassified,"(41.98, -87.67)",1
04:00,Traffic Jam,Unclassified,"(41.98, -87.66)",1
04:00,Traffic Jam,Unclassified,"(41.99, -87.72)",1
04:00,Traffic Jam,Unclassified,"(41.99, -87.69)",1
04:00,Traffic Jam,Unclassified,"(41.99, -87.66)",1
04:00,Traffic Jam,Unclassified,"(42.0, -87.89)",1
04:00,Traffic Jam,Unclassified,"(42.0, -87.77)",1
04:00,Traffic Jam,Unclassified,"(42.0, -87.76)",3
04:00,Traffic Jam,Unclassified,"(42.0, -87.74)",1
04:00,Traffic Jam,Unclassified,"(42.0, -87.7)",1
04:00,Traffic Jam,Unclassified,"(42.0, -87.69)",2
04:00,Traffic Jam,Unclassified,"(42.0, -87.66)",2
04:00,Traffic Jam,Unclassified,"(42.01, -87.81)",1
04:00,Traffic Jam,Unclassified,"(42.01, -87.71)",1
04:00,Traffic Jam,Unclassified,"(42.01, -87.7)",1
04:00,Traffic Jam,Unclassified,"(42.01, -87.69)",1
04:00,Traffic Jam,Unclassified,"(42.01, -87.68)",1
04:00,Traffic Jam,Unclassified,"(42.02, -87.66)",1
05:00,Accident,Major,"(41.65, -87.58)",4
05:00,Accident,Major,"(41.66, -87.59)",2
05:00,Accident,Major,"(41.67, -87.6)",1
05:00,Accident,Major,"(41.68, -87.66)",1
05:00,Accident,Major,"(41.68, -87.6)",4
05:00,Accident,Major,"(41.69, -87.6)",2
05:00,Accident,Major,"(41.7, -87.6)",3
05:00,Accident,Major,"(41.7, -87.59)",3
05:00,Accident,Major,"(41.71, -87.62)",2
05:00,Accident,Major,"(41.71, -87.61)",2
05:00,Accident,Major,"(41.73, -87.62)",4
05:00,Accident,Major,"(41.74, -87.63)",3
05:00,Accident,Major,"(41.74, -87.62)",1
05:00,Accident,Major,"(41.75, -87.63)",3
05:00,Accident,Major,"(41.75, -87.62)",1
05:00,Accident,Major,"(41.75, -87.58)",1
05:00,Accident,Major,"(41.76, -87.62)",2
05:00,Accident,Major,"(41.77, -87.65)",1
05:00,Accident,Major,"(41.77, -87.63)",8
05:00,Accident,Major,"(41.77, -87.62)",1
05:00,Accident,Major,"(41.78, -87.7)",1
05:00,Accident,Major,"(41.78, -87.64)",1
05:00,Accident,Major,"(41.78, -87.63)",5
05:00,Accident,Major,"(41.79, -87.77)",1
05:00,Accident,Major,"(41.79, -87.74)",1
05:00,Accident,Major,"(41.79, -87.63)",6
05:00,Accident,Major,"(41.8, -87.69)",1
05:00,Accident,Major,"(41.8, -87.63)",5
05:00,Accident,Major,"(41.81, -87.74)",1
05:00,Accident,Major,"(41.81, -87.63)",8
05:00,Accident,Major,"(41.82, -87.63)",3
05:00,Accident,Major,"(41.82, -87.6)",1
05:00,Accident,Major,"(41.82, -87.59)",1
05:00,Accident,Major,"(41.83, -87.7)",2
05:00,Accident,Major,"(41.83, -87.68)",1
05:00,Accident,Major,"(41.83, -87.63)",1
05:00,Accident,Major,"(41.84, -87.68)",2
05:00,Accident,Major,"(41.84, -87.67)",1
05:00,Accident,Major,"(41.84, -87.65)",2
05:00,Accident,Major,"(41.84, -87.63)",2
05:00,Accident,Major,"(41.85, -87.65)",1
05:00,Accident,Major,"(41.85, -87.64)",2
05:00,Accident,Major,"(41.85, -87.63)",3
05:00,Accident,Major,"(41.85, -87.62)",1
05:00,Accident,Major,"(41.85, -87.61)",1
05:00,Accident,Major,"(41.86, -87.64)",10
05:00,Accident,Major,"(41.86, -87.63)",1
05:00,Accident,Major,"(41.86, -87.62)",3
05:00,Accident,Major,"(41.87, -87.77)",4
05:00,Accident,Major,"(41.87, -87.76)",2
05:00,Accident,Major,"(41.87, -87.75)",1
05:00,Accident,Major,"(41.87, -87.74)",2
05:00,Accident,Major,"(41.87, -87.73)",1
05:00,Accident,Major,"(41.87, -87.72)",1
05:00,Accident,Major,"(41.87, -87.71)",2
05:00,Accident,Major,"(41.87, -87.7)",3
05:00,Accident,Major,"(41.87, -87.65)",4
05:00,Accident,Major,"(41.87, -87.64)",5
05:00,Accident,Major,"(41.87, -87.63)",1
05:00,Accident,Major,"(41.88, -87.7)",4
05:00,Accident,Major,"(41.88, -87.69)",1
05:00,Accident,Major,"(41.88, -87.68)",4
05:00,Accident,Major,"(41.88, -87.67)",5
05:00,Accident,Major,"(41.88, -87.66)",5
05:00,Accident,Major,"(41.88, -87.65)",17
05:00,Accident,Major,"(41.88, -87.64)",1
05:00,Accident,Major,"(41.88, -87.63)",3
05:00,Accident,Major,"(41.89, -87.66)",1
05:00,Accident,Major,"(41.89, -87.65)",4
05:00,Accident,Major,"(41.9, -87.72)",1
05:00,Accident,Major,"(41.9, -87.66)",2
05:00,Accident,Major,"(41.9, -87.64)",1
05:00,Accident,Major,"(41.9, -87.62)",3
05:00,Accident,Major,"(41.91, -87.66)",2
05:00,Accident,Major,"(41.91, -87.63)",1
05:00,Accident,Major,"(41.92, -87.67)",1
05:00,Accident,Major,"(41.94, -87.71)",2
05:00,Accident,Major,"(41.94, -87.7)",1
05:00,Accident,Major,"(41.94, -87.63)",1
05:00,Accident,Major,"(41.95, -87.73)",4
05:00,Accident,Major,"(41.95, -87.72)",1
05:00,Accident,Major,"(41.96, -87.75)",1
05:00,Accident,Major,"(41.96, -87.74)",6
05:00,Accident,Major,"(41.97, -87.75)",1
05:00,Accident,Major,"(41.98, -87.88)",1
05:00,Accident,Major,"(41.98, -87.84)",1
05:00,Accident,Major,"(41.98, -87.82)",3
05:00,Accident,Major,"(41.98, -87.79)",1
05:00,Accident,Major,"(41.98, -87.78)",5
05:00,Accident,Major,"(41.99, -87.75)",1
05:00,Accident,Major,"(41.99, -87.66)",2
05:00,Accident,Minor,"(41.65, -87.58)",1
05:00,Accident,Minor,"(41.66, -87.59)",2
05:00,Accident,Minor,"(41.66, -87.58)",1
05:00,Accident,Minor,"(41.68, -87.6)",1
05:00,Accident,Minor,"(41.69, -87.6)",1
05:00,Accident,Minor,"(41.77, -87.58)",1
05:00,Accident,Minor,"(41.78, -87.72)",1
05:00,Accident,Minor,"(41.78, -87.63)",1
05:00,Accident,Minor,"(41.8, -87.8)",1
05:00,Accident,Minor,"(41.84, -87.66)",1
05:00,Accident,Minor,"(41.84, -87.63)",1
05:00,Accident,Minor,"(41.85, -87.64)",1
05:00,Accident,Minor,"(41.85, -87.62)",1
05:00,Accident,Minor,"(41.86, -87.64)",3
05:00,Accident,Minor,"(41.87, -87.72)",1
05:00,Accident,Minor,"(41.87, -87.65)",1
05:00,Accident,Minor,"(41.87, -87.64)",1
05:00,Accident,Minor,"(41.87, -87.62)",1
05:00,Accident,Minor,"(41.88, -87.65)",1
05:00,Accident,Minor,"(41.89, -87.65)",1
05:00,Accident,Minor,"(41.89, -87.64)",1
05:00,Accident,Minor,"(41.9, -87.66)",1
05:00,Accident,Minor,"(41.91, -87.66)",1
05:00,Accident,Minor,"(41.92, -87.67)",1
05:00,Accident,Minor,"(41.93, -87.77)",1
05:00,Accident,Minor,"(41.94, -87.73)",1
05:00,Accident,Minor,"(41.94, -87.71)",1
05:00,Accident,Minor,"(41.95, -87.73)",1
05:00,Accident,Minor,"(41.96, -87.75)",1
05:00,Accident,Minor,"(41.97, -87.76)",2
05:00,Accident,Minor,"(41.99, -87.74)",1
05:00,Accident,Minor,"(42.0, -87.69)",1
05:00,Accident,Unclassified,"(41.65, -87.58)",3
05:00,Accident,Unclassified,"(41.66, -87.59)",2
05:00,Accident,Unclassified,"(41.66, -87.57)",1
05:00,Accident,Unclassified,"(41.67, -87.6)",1
05:00,Accident,Unclassified,"(41.68, -87.6)",2
05:00,Accident,Unclassified,"(41.69, -87.66)",1
05:00,Accident,Unclassified,"(41.69, -87.6)",1
05:00,Accident,Unclassified,"(41.7, -87.66)",1
05:00,Accident,Unclassified,"(41.7, -87.6)",1
05:00,Accident,Unclassified,"(41.7, -87.59)",1
05:00,Accident,Unclassified,"(41.71, -87.64)",2
05:00,Accident,Unclassified,"(41.71, -87.62)",4
05:00,Accident,Unclassified,"(41.71, -87.59)",5
05:00,Accident,Unclassified,"(41.71, -87.57)",1
05:00,Accident,Unclassified,"(41.72, -87.64)",1
05:00,Accident,Unclassified,"(41.72, -87.63)",2
05:00,Accident,Unclassified,"(41.72, -87.62)",1
05:00,Accident,Unclassified,"(41.72, -87.59)",1
05:00,Accident,Unclassified,"(41.72, -87.58)",2
05:00,Accident,Unclassified,"(41.73, -87.66)",1
05:00,Accident,Unclassified,"(41.73, -87.62)",4
05:00,Accident,Unclassified,"(41.73, -87.56)",1
05:00,Accident,Unclassified,"(41.74, -87.74)",1
05:00,Accident,Unclassified,"(41.74, -87.64)",1
05:00,Accident,Unclassified,"(41.74, -87.63)",2
05:00,Accident,Unclassified,"(41.74, -87.62)",2
05:00,Accident,Unclassified,"(41.74, -87.56)",1
05:00,Accident,Unclassified,"(41.75, -87.64)",1
05:00,Accident,Unclassified,"(41.75, -87.63)",2
05:00,Accident,Unclassified,"(41.75, -87.62)",1
05:00,Accident,Unclassified,"(41.75, -87.57)",1
05:00,Accident,Unclassified,"(41.76, -87.68)",1
05:00,Accident,Unclassified,"(41.76, -87.63)",3
05:00,Accident,Unclassified,"(41.76, -87.62)",1
05:00,Accident,Unclassified,"(41.76, -87.59)",1
05:00,Accident,Unclassified,"(41.76, -87.58)",1
05:00,Accident,Unclassified,"(41.76, -87.57)",1
05:00,Accident,Unclassified,"(41.76, -87.56)",1
05:00,Accident,Unclassified,"(41.77, -87.73)",1
05:00,Accident,Unclassified,"(41.77, -87.65)",2
05:00,Accident,Unclassified,"(41.77, -87.63)",2
05:00,Accident,Unclassified,"(41.77, -87.62)",1
05:00,Accident,Unclassified,"(41.77, -87.61)",1
05:00,Accident,Unclassified,"(41.78, -87.63)",5
05:00,Accident,Unclassified,"(41.78, -87.58)",1
05:00,Accident,Unclassified,"(41.79, -87.79)",2
05:00,Accident,Unclassified,"(41.79, -87.77)",1
05:00,Accident,Unclassified,"(41.79, -87.7)",1
05:00,Accident,Unclassified,"(41.79, -87.63)",10
05:00,Accident,Unclassified,"(41.79, -87.61)",1
05:00,Accident,Unclassified,"(41.79, -87.58)",2
05:00,Accident,Unclassified,"(41.8, -87.76)",1
05:00,Accident,Unclassified,"(41.8, -87.75)",1
05:00,Accident,Unclassified,"(41.8, -87.74)",1
05:00,Accident,Unclassified,"(41.8, -87.7)",2
05:00,Accident,Unclassified,"(41.8, -87.68)",1
05:00,Accident,Unclassified,"(41.8, -87.63)",2
05:00,Accident,Unclassified,"(41.8, -87.58)",4
05:00,Accident,Unclassified,"(41.81, -87.76)",1
05:00,Accident,Unclassified,"(41.81, -87.75)",1
05:00,Accident,Unclassified,"(41.81, -87.74)",1
05:00,Accident,Unclassified,"(41.81, -87.63)",9
05:00,Accident,Unclassified,"(41.82, -87.74)",7
05:00,Accident,Unclassified,"(41.82, -87.73)",2
05:00,Accident,Unclassified,"(41.82, -87.72)",2
05:00,Accident,Unclassified,"(41.82, -87.63)",9
05:00,Accident,Unclassified,"(41.82, -87.6)",1
05:00,Accident,Unclassified,"(41.82, -87.59)",2
05:00,Accident,Unclassified,"(41.83, -87.72)",1
05:00,Accident,Unclassified,"(41.83, -87.71)",1
05:00,Accident,Unclassified,"(41.83, -87.7)",1
05:00,Accident,Unclassified,"(41.83, -87.69)",1
05:00,Accident,Unclassified,"(41.83, -87.68)",1
05:00,Accident,Unclassified,"(41.83, -87.63)",5
05:00,Accident,Unclassified,"(41.84, -87.67)",2
05:00,Accident,Unclassified,"(41.84, -87.66)",2
05:00,Accident,Unclassified,"(41.84, -87.63)",2
05:00,Accident,Unclassified,"(41.84, -87.61)",1
05:00,Accident,Unclassified,"(41.85, -87.65)",5
05:00,Accident,Unclassified,"(41.85, -87.64)",9
05:00,Accident,Unclassified,"(41.85, -87.63)",2
05:00,Accident,Unclassified,"(41.85, -87.62)",1
05:00,Accident,Unclassified,"(41.85, -87.61)",2
05:00,Accident,Unclassified,"(41.86, -87.66)",1
05:00,Accident,Unclassified,"(41.86, -87.64)",10
05:00,Accident,Unclassified,"(41.86, -87.62)",3
05:00,Accident,Unclassified,"(41.87, -87.78)",1
05:00,Accident,Unclassified,"(41.87, -87.77)",2
05:00,Accident,Unclassified,"(41.87, -87.76)",2
05:00,Accident,Unclassified,"(41.87, -87.75)",1
05:00,Accident,Unclassified,"(41.87, -87.74)",3
05:00,Accident,Unclassified,"(41.87, -87.72)",1
05:00,Accident,Unclassified,"(41.87, -87.71)",2
05:00,Accident,Unclassified,"(41.87, -87.7)",2
05:00,Accident,Unclassified,"(41.87, -87.67)",1
05:00,Accident,Unclassified,"(41.87, -87.66)",1
05:00,Accident,Unclassified,"(41.87, -87.65)",1
05:00,Accident,Unclassified,"(41.87, -87.64)",2
05:00,Accident,Unclassified,"(41.87, -87.62)",3
05:00,Accident,Unclassified,"(41.88, -87.7)",3
05:00,Accident,Unclassified,"(41.88, -87.69)",4
05:00,Accident,Unclassified,"(41.88, -87.68)",4
05:00,Accident,Unclassified,"(41.88, -87.67)",4
05:00,Accident,Unclassified,"(41.88, -87.66)",3
05:00,Accident,Unclassified,"(41.88, -87.65)",14
05:00,Accident,Unclassified,"(41.88, -87.64)",1
05:00,Accident,Unclassified,"(41.88, -87.63)",2
05:00,Accident,Unclassified,"(41.88, -87.62)",4
05:00,Accident,Unclassified,"(41.89, -87.7)",1
05:00,Accident,Unclassified,"(41.89, -87.66)",1
05:00,Accident,Unclassified,"(41.89, -87.65)",5
05:00,Accident,Unclassified,"(41.89, -87.63)",3
05:00,Accident,Unclassified,"(41.89, -87.62)",3
05:00,Accident,Unclassified,"(41.89, -87.61)",1
05:00,Accident,Unclassified,"(41.9, -87.75)",1
05:00,Accident,Unclassified,"(41.9, -87.71)",1
05:00,Accident,Unclassified,"(41.9, -87.7)",1
05:00,Accident,Unclassified,"(41.9, -87.69)",1
05:00,Accident,Unclassified,"(41.9, -87.66)",10
05:00,Accident,Unclassified,"(41.9, -87.65)",2
05:00,Accident,Unclassified,"(41.9, -87.62)",10
05:00,Accident,Unclassified,"(41.91, -87.77)",1
05:00,Accident,Unclassified,"(41.91, -87.69)",1
05:00,Accident,Unclassified,"(41.91, -87.67)",1
05:00,Accident,Unclassified,"(41.91, -87.66)",1
05:00,Accident,Unclassified,"(41.91, -87.63)",3
05:00,Accident,Unclassified,"(41.92, -87.81)",1
05:00,Accident,Unclassified,"(41.92, -87.77)",1
05:00,Accident,Unclassified,"(41.92, -87.68)",3
05:00,Accident,Unclassified,"(41.92, -87.67)",2
05:00,Accident,Unclassified,"(41.92, -87.63)",3
05:00,Accident,Unclassified,"(41.93, -87.71)",1
05:00,Accident,Unclassified,"(41.93, -87.7)",2
05:00,Accident,Unclassified,"(41.93, -87.69)",4
05:00,Accident,Unclassified,"(41.93, -87.68)",1
05:00,Accident,Unclassified,"(41.93, -87.67)",1
05:00,Accident,Unclassified,"(41.93, -87.63)",2
05:00,Accident,Unclassified,"(41.94, -87.76)",1
05:00,Accident,Unclassified,"(41.94, -87.75)",1
05:00,Accident,Unclassified,"(41.94, -87.73)",1
05:00,Accident,Unclassified,"(41.94, -87.72)",1
05:00,Accident,Unclassified,"(41.94, -87.71)",4
05:00,Accident,Unclassified,"(41.94, -87.7)",1
05:00,Accident,Unclassified,"(41.94, -87.69)",1
05:00,Accident,Unclassified,"(41.95, -87.76)",3
05:00,Accident,Unclassified,"(41.95, -87.73)",5
05:00,Accident,Unclassified,"(41.95, -87.72)",4
05:00,Accident,Unclassified,"(41.95, -87.66)",1
05:00,Accident,Unclassified,"(41.95, -87.65)",2
05:00,Accident,Unclassified,"(41.95, -87.64)",3
05:00,Accident,Unclassified,"(41.96, -87.75)",1
05:00,Accident,Unclassified,"(41.96, -87.74)",5
05:00,Accident,Unclassified,"(41.96, -87.69)",2
05:00,Accident,Unclassified,"(41.97, -87.76)",2
05:00,Accident,Unclassified,"(41.97, -87.66)",1
05:00,Accident,Unclassified,"(41.97, -87.65)",1
05:00,Accident,Unclassified,"(41.98, -87.9)",1
05:00,Accident,Unclassified,"(41.98, -87.89)",1
05:00,Accident,Unclassified,"(41.98, -87.88)",1
05:00,Accident,Unclassified,"(41.98, -87.84)",2
05:00,Accident,Unclassified,"(41.98, -87.82)",2
05:00,Accident,Unclassified,"(41.98, -87.81)",2
05:00,Accident,Unclassified,"(41.98, -87.79)",5
05:00,Accident,Unclassified,"(41.98, -87.78)",1
05:00,Accident,Unclassified,"(41.98, -87.77)",2
05:00,Accident,Unclassified,"(41.98, -87.75)",2
05:00,Accident,Unclassified,"(41.98, -87.65)",1
05:00,Accident,Unclassified,"(41.99, -87.67)",1
05:00,Accident,Unclassified,"(41.99, -87.66)",2
05:00,Accident,Unclassified,"(42.0, -87.76)",1
05:00,Accident,Unclassified,"(42.0, -87.69)",1
05:00,Accident,Unclassified,"(42.0, -87.66)",1
05:00,Accident,Unclassified,"(42.02, -87.67)",1
05:00,Hazard,On Road,"(41.65, -87.62)",2
05:00,Hazard,On Road,"(41.65, -87.58)",11
05:00,Hazard,On Road,"(41.65, -87.56)",1
05:00,Hazard,On Road,"(41.66, -87.62)",1
05:00,Hazard,On Road,"(41.66, -87.6)",1
05:00,Hazard,On Road,"(41.66, -87.59)",12
05:00,Hazard,On Road,"(41.66, -87.58)",5
05:00,Hazard,On Road,"(41.66, -87.57)",2
05:00,Hazard,On Road,"(41.66, -87.56)",2
05:00,Hazard,On Road,"(41.67, -87.6)",6
05:00,Hazard,On Road,"(41.67, -87.59)",2
05:00,Hazard,On Road,"(41.68, -87.66)",1
05:00,Hazard,On Road,"(41.68, -87.6)",7
05:00,Hazard,On Road,"(41.69, -87.67)",1
05:00,Hazard,On Road,"(41.69, -87.66)",1
05:00,Hazard,On Road,"(41.69, -87.64)",1
05:00,Hazard,On Road,"(41.69, -87.6)",30
05:00,Hazard,On Road,"(41.69, -87.56)",1
05:00,Hazard,On Road,"(41.7, -87.67)",1
05:00,Hazard,On Road,"(41.7, -87.66)",2
05:00,Hazard,On Road,"(41.7, -87.65)",1
05:00,Hazard,On Road,"(41.7, -87.6)",2
